Feature,Importance
molecular_weight,0.052538294
num_C,0.019147115
num_H,0.04125679
num_Cl,0.03201126
num_Br,0.009244933
num_F,0.020252375
num_I,0.0
num_D,0.0
num_O,0.024313
num_N,0.0
Cl1,0.022733973
Cl2,0.00592051
Cl3,0.0
Cl4,0.0
Cl5,0.0
Br1,0.010770872
Br2,0.0
Br3,0.0
Br4,0.0
F1,0.011001624
F2,0.022239527
F3,0.032720204
F4,0.019159945
F6,0.0
F11,0.0
F13,0.0
F15,0.0
F19,0.0
I1,0.0
I2,0.0
electron_affinity,0.04726721
mean_bde,0.4910523
th_energy,0.13837
