Feature,Importance
molecular_weight,0.19193526187865043
num_C,0.018126255380209885
num_H,0.0982913870419606
num_Cl,0.022100094534848503
num_Br,0.010652393000371674
num_F,0.004421458154927136
num_I,0.0
num_D,0.0
num_O,0.03745522136101493
num_N,0.0
electron_affinity,0.014158975399023185
lowest_bde,0.3061340453604317
mean_bde,0.296724907888562
