Feature,Importance
molecular_weight,0.0527093251553726
Cl1,0.1042174147087051
Cl2,0.20061369330101567
Cl3,0.09709446666045463
Cl4,0.0
num_C,0.037335332069365415
num_H,0.08184615283833849
num_Cl,0.18817453199128262
mean_bde,0.2380090832754656
