Feature,Importance
molecular_weight,0.03570712709936707
Cl1,0.08958039207892686
Cl2,0.12862300163465493
Cl3,0.07231535935869705
Cl4,0.0
num_C,0.028847051788826447
num_H,0.07406485139381547
num_Cl,0.149561557096288
lowest_bde,0.2127979739128212
mean_bde,0.20850268563660287
