Feature,Importance
molecular_weight,38
num_C,14
num_H,58
num_Cl,0
num_Br,0
num_F,9
num_I,0
num_D,0
num_O,0
num_N,0
Cl1,66
Cl2,1
Cl3,0
Cl4,0
Cl5,0
Br1,5
Br2,0
Br3,0
Br4,0
F1,0
F2,0
F3,0
F4,0
F6,0
F11,0
F13,0
F15,0
F19,0
I1,0
I2,0
electron_affinity,22
lowest_bde,68
mean_bde,6
th_energy,64
