Feature,Importance
molecular_weight,0.045632629604166766
Cl1,0.07704398507680157
Cl2,0.13092071297802313
Cl3,0.07798250677447563
Cl4,0.0019558076554194925
num_C,0.027014688726278442
num_H,0.06793846985536259
num_Cl,0.1235709902682107
lowest_bde,0.22182978779988208
mean_bde,0.22611042126137956
